,r,s,t,p
0,0,lapgyn4_surgical_actions,lapgyn4_anatomical_structures,0.9465470910072327
1,0,lapgyn4_instrument_count,lapgyn4_anatomical_structures,0.9419386982917786
2,0,lapgyn4_anatomical_actions,lapgyn4_anatomical_structures,0.9665993452072144
3,0,sklin2_skin_lesions,lapgyn4_anatomical_structures,0.9581395387649536
4,0,identify_nbi_infframes,lapgyn4_anatomical_structures,0.9575779438018799
5,0,laryngeal_tissues,lapgyn4_anatomical_structures,0.9731258153915405
6,0,nerthus_bowel_cleansing_quality,lapgyn4_anatomical_structures,0.9676777124404907
7,0,stanford_dogs_image_categorization,lapgyn4_anatomical_structures,0.9331572651863098
8,0,svhn,lapgyn4_anatomical_structures,0.9435758590698242
9,0,caltech101_object_classification,lapgyn4_anatomical_structures,0.9501453638076782
10,0,caltech256_object_classification,lapgyn4_anatomical_structures,0.9378019571304321
11,0,cifar10_object_classification,lapgyn4_anatomical_structures,0.9483075141906738
12,0,cifar100_object_classification,lapgyn4_anatomical_structures,0.9553372859954834
13,0,mnist_digit_classification,lapgyn4_anatomical_structures,0.9661884307861328
14,0,emnist_digit_classification,lapgyn4_anatomical_structures,0.9619402289390564
15,0,hyperkvasir_anatomical-landmarks,lapgyn4_anatomical_structures,0.957868754863739
16,0,hyperkvasir_pathological-findings,lapgyn4_anatomical_structures,0.9511368274688721
17,0,hyperkvasir_quality-of-mucosal-views,lapgyn4_anatomical_structures,0.9306102991104126
18,0,hyperkvasir_therapeutic-interventions,lapgyn4_anatomical_structures,0.9486978054046631
19,0,cholec80_grasper_presence,lapgyn4_anatomical_structures,0.9511804580688477
20,0,cholec80_bipolar_presence,lapgyn4_anatomical_structures,0.9593434929847717
21,0,cholec80_hook_presence,lapgyn4_anatomical_structures,0.9548816680908203
22,0,cholec80_scissors_presence,lapgyn4_anatomical_structures,0.9582796692848206
23,0,cholec80_clipper_presence,lapgyn4_anatomical_structures,0.9503437280654907
24,0,cholec80_irrigator_presence,lapgyn4_anatomical_structures,0.9746005535125732
25,0,cholec80_specimenbag_presence,lapgyn4_anatomical_structures,0.9575644731521606
26,0,derm7pt_skin_lesions,lapgyn4_anatomical_structures,0.9494637250900269
27,0,lapgyn4_anatomical_structures,lapgyn4_surgical_actions,0.9664932489395142
28,0,lapgyn4_instrument_count,lapgyn4_surgical_actions,0.9563404321670532
29,0,lapgyn4_anatomical_actions,lapgyn4_surgical_actions,0.9611903429031372
30,0,sklin2_skin_lesions,lapgyn4_surgical_actions,0.9575221538543701
31,0,identify_nbi_infframes,lapgyn4_surgical_actions,0.9593818187713623
32,0,laryngeal_tissues,lapgyn4_surgical_actions,0.9633833765983582
33,0,nerthus_bowel_cleansing_quality,lapgyn4_surgical_actions,0.9628680348396301
34,0,stanford_dogs_image_categorization,lapgyn4_surgical_actions,0.9564908146858215
35,0,svhn,lapgyn4_surgical_actions,0.9570932388305664
36,0,caltech101_object_classification,lapgyn4_surgical_actions,0.9607974290847778
37,0,caltech256_object_classification,lapgyn4_surgical_actions,0.9561744928359985
38,0,cifar10_object_classification,lapgyn4_surgical_actions,0.9583616256713867
39,0,cifar100_object_classification,lapgyn4_surgical_actions,0.953342080116272
40,0,mnist_digit_classification,lapgyn4_surgical_actions,0.9649429321289062
41,0,emnist_digit_classification,lapgyn4_surgical_actions,0.9590342044830322
42,0,hyperkvasir_anatomical-landmarks,lapgyn4_surgical_actions,0.9585320353507996
43,0,hyperkvasir_pathological-findings,lapgyn4_surgical_actions,0.9613832831382751
44,0,hyperkvasir_quality-of-mucosal-views,lapgyn4_surgical_actions,0.9645220041275024
45,0,hyperkvasir_therapeutic-interventions,lapgyn4_surgical_actions,0.9615069627761841
46,0,cholec80_grasper_presence,lapgyn4_surgical_actions,0.9570280909538269
47,0,cholec80_bipolar_presence,lapgyn4_surgical_actions,0.9600619077682495
48,0,cholec80_hook_presence,lapgyn4_surgical_actions,0.9610329866409302
49,0,cholec80_scissors_presence,lapgyn4_surgical_actions,0.9639875888824463
50,0,cholec80_clipper_presence,lapgyn4_surgical_actions,0.9618365168571472
51,0,cholec80_irrigator_presence,lapgyn4_surgical_actions,0.9581024646759033
52,0,cholec80_specimenbag_presence,lapgyn4_surgical_actions,0.961033821105957
53,0,derm7pt_skin_lesions,lapgyn4_surgical_actions,0.9644641876220703
