,r,s,t,p
0,0,lapgyn4_anatomical_structures,idle_action_recognition,0.9730556011199951
1,0,lapgyn4_surgical_actions,idle_action_recognition,0.9769444465637207
2,0,lapgyn4_instrument_count,idle_action_recognition,0.9797222018241882
3,0,lapgyn4_anatomical_actions,idle_action_recognition,0.9755555391311646
4,0,sklin2_skin_lesions,idle_action_recognition,0.9752777814865112
5,0,identify_nbi_infframes,idle_action_recognition,0.9780555963516235
6,0,laryngeal_tissues,idle_action_recognition,0.976111114025116
7,0,nerthus_bowel_cleansing_quality,idle_action_recognition,0.9780555963516235
8,0,stanford_dogs_image_categorization,idle_action_recognition,0.9677777886390686
9,0,svhn,idle_action_recognition,0.9666666984558105
10,0,caltech101_object_classification,idle_action_recognition,0.9780555963516235
11,0,caltech256_object_classification,idle_action_recognition,0.9766666889190674
12,0,cifar10_object_classification,idle_action_recognition,0.9744443893432617
13,0,cifar100_object_classification,idle_action_recognition,0.9719444513320923
14,0,mnist_digit_classification,idle_action_recognition,0.9788888692855835
15,0,emnist_digit_classification,idle_action_recognition,0.9677777290344238
16,0,hyperkvasir_anatomical-landmarks,idle_action_recognition,0.9752777814865112
17,0,hyperkvasir_pathological-findings,idle_action_recognition,0.9766666889190674
18,0,hyperkvasir_quality-of-mucosal-views,idle_action_recognition,0.9788888692855835
19,0,hyperkvasir_therapeutic-interventions,idle_action_recognition,0.9786111116409302
20,0,cholec80_grasper_presence,idle_action_recognition,0.972777783870697
21,0,cholec80_bipolar_presence,idle_action_recognition,0.9724999666213989
22,0,cholec80_hook_presence,idle_action_recognition,0.9758332967758179
23,0,cholec80_scissors_presence,idle_action_recognition,0.9811111092567444
24,0,cholec80_clipper_presence,idle_action_recognition,0.9777777791023254
25,0,cholec80_irrigator_presence,idle_action_recognition,0.9719444513320923
26,0,cholec80_specimenbag_presence,idle_action_recognition,0.9747222661972046
27,0,derm7pt_skin_lesions,idle_action_recognition,0.976111114025116
28,0,barretts_esophagus_diagnosis,idle_action_recognition,0.9755555391311646
29,0,brain_tumor_classification,idle_action_recognition,0.9777777791023254
30,0,mednode_melanoma_classification,idle_action_recognition,0.9780555367469788
31,0,brain_tumor_type_classification,idle_action_recognition,0.979722261428833
32,0,chexpert_enlarged_cardiomediastinum,idle_action_recognition,0.980555534362793
33,0,chexpert_cardiomegaly,idle_action_recognition,0.977222204208374
34,0,chexpert_lung_opacity,idle_action_recognition,0.9741666316986084
35,0,chexpert_lung_lesion,idle_action_recognition,0.9769444465637207
36,0,chexpert_edema,idle_action_recognition,0.9783333539962769
37,0,chexpert_consolidation,idle_action_recognition,0.9688888788223267
38,0,chexpert_pneumonia,idle_action_recognition,0.9774999618530273
39,0,chexpert_atelectasis,idle_action_recognition,0.9791666269302368
40,0,chexpert_pneumothorax,idle_action_recognition,0.9686111211776733
41,0,chexpert_pleural_effusion,idle_action_recognition,0.9686111211776733
42,0,chexpert_pleural_other,idle_action_recognition,0.9758332967758179
43,0,chexpert_fracture,idle_action_recognition,0.9705555438995361
44,0,chexpert_support_devices,idle_action_recognition,0.9763889312744141
45,0,pneumonia_classification,idle_action_recognition,0.972777783870697
46,0,ph2-melanocytic-lesions-classification,idle_action_recognition,0.9769444465637207
