,r,s,t,p
0,0,lapgyn4_surgical_actions,lapgyn4_anatomical_structures,0.9045038223266602
1,0,lapgyn4_instrument_count,lapgyn4_anatomical_structures,0.8861943483352661
2,0,lapgyn4_anatomical_actions,lapgyn4_anatomical_structures,0.8967706561088562
3,0,sklin2_skin_lesions,lapgyn4_anatomical_structures,0.9102693200111389
4,0,identify_nbi_infframes,lapgyn4_anatomical_structures,0.9028224945068359
5,0,laryngeal_tissues,lapgyn4_anatomical_structures,0.8869490623474121
6,0,nerthus_bowel_cleansing_quality,lapgyn4_anatomical_structures,0.9026950001716614
7,0,stanford_dogs_image_categorization,lapgyn4_anatomical_structures,0.8932914137840271
8,0,svhn,lapgyn4_anatomical_structures,0.8876791596412659
9,0,caltech101_object_classification,lapgyn4_anatomical_structures,0.9036298394203186
10,0,caltech256_object_classification,lapgyn4_anatomical_structures,0.9120087623596191
11,0,cifar10_object_classification,lapgyn4_anatomical_structures,0.8972539901733398
12,0,cifar100_object_classification,lapgyn4_anatomical_structures,0.8873450756072998
13,0,mnist_digit_classification,lapgyn4_anatomical_structures,0.8555497527122498
14,0,emnist_digit_classification,lapgyn4_anatomical_structures,0.8064610958099365
15,0,hyperkvasir_anatomical-landmarks,lapgyn4_anatomical_structures,0.8978632688522339
16,0,hyperkvasir_pathological-findings,lapgyn4_anatomical_structures,0.9078344106674194
17,0,hyperkvasir_quality-of-mucosal-views,lapgyn4_anatomical_structures,0.8996900320053101
18,0,hyperkvasir_therapeutic-interventions,lapgyn4_anatomical_structures,0.9119147658348083
19,0,cholec80_grasper_presence,lapgyn4_anatomical_structures,0.9069212079048157
20,0,cholec80_bipolar_presence,lapgyn4_anatomical_structures,0.9177111983299255
21,0,cholec80_hook_presence,lapgyn4_anatomical_structures,0.9045109152793884
22,0,cholec80_scissors_presence,lapgyn4_anatomical_structures,0.8956922888755798
23,0,cholec80_clipper_presence,lapgyn4_anatomical_structures,0.9101126790046692
24,0,cholec80_irrigator_presence,lapgyn4_anatomical_structures,0.8853606581687927
25,0,cholec80_specimenbag_presence,lapgyn4_anatomical_structures,0.884316623210907
26,0,derm7pt_skin_lesions,lapgyn4_anatomical_structures,0.9263776540756226
27,0,lapgyn4_anatomical_structures,lapgyn4_surgical_actions,0.6969343423843384
28,0,lapgyn4_instrument_count,lapgyn4_surgical_actions,0.665867805480957
29,0,lapgyn4_anatomical_actions,lapgyn4_surgical_actions,0.6505845189094543
30,0,sklin2_skin_lesions,lapgyn4_surgical_actions,0.7129395008087158
31,0,identify_nbi_infframes,lapgyn4_surgical_actions,0.6744891405105591
32,0,laryngeal_tissues,lapgyn4_surgical_actions,0.6970975995063782
33,0,nerthus_bowel_cleansing_quality,lapgyn4_surgical_actions,0.6908349394798279
34,0,stanford_dogs_image_categorization,lapgyn4_surgical_actions,0.6520664691925049
35,0,svhn,lapgyn4_surgical_actions,0.49659061431884766
36,0,caltech101_object_classification,lapgyn4_surgical_actions,0.6307578086853027
37,0,caltech256_object_classification,lapgyn4_surgical_actions,0.65288907289505
38,0,cifar10_object_classification,lapgyn4_surgical_actions,0.635145902633667
39,0,cifar100_object_classification,lapgyn4_surgical_actions,0.6218178272247314
40,0,mnist_digit_classification,lapgyn4_surgical_actions,0.603848397731781
41,0,emnist_digit_classification,lapgyn4_surgical_actions,0.4509269595146179
42,0,hyperkvasir_anatomical-landmarks,lapgyn4_surgical_actions,0.674092173576355
43,0,hyperkvasir_pathological-findings,lapgyn4_surgical_actions,0.668641209602356
44,0,hyperkvasir_quality-of-mucosal-views,lapgyn4_surgical_actions,0.6924896240234375
45,0,hyperkvasir_therapeutic-interventions,lapgyn4_surgical_actions,0.6628283262252808
46,0,cholec80_grasper_presence,lapgyn4_surgical_actions,0.682604193687439
47,0,cholec80_bipolar_presence,lapgyn4_surgical_actions,0.6893116235733032
48,0,cholec80_hook_presence,lapgyn4_surgical_actions,0.6544640064239502
49,0,cholec80_scissors_presence,lapgyn4_surgical_actions,0.675822913646698
50,0,cholec80_clipper_presence,lapgyn4_surgical_actions,0.6861920356750488
51,0,cholec80_irrigator_presence,lapgyn4_surgical_actions,0.645379900932312
52,0,cholec80_specimenbag_presence,lapgyn4_surgical_actions,0.6595281362533569
53,0,derm7pt_skin_lesions,lapgyn4_surgical_actions,0.7021951675415039
54,0,lapgyn4_anatomical_structures,lapgyn4_instrument_count,0.677322268486023
55,0,lapgyn4_surgical_actions,lapgyn4_instrument_count,0.6915597319602966
56,0,lapgyn4_anatomical_actions,lapgyn4_instrument_count,0.6930537819862366
57,0,sklin2_skin_lesions,lapgyn4_instrument_count,0.6902565956115723
58,0,identify_nbi_infframes,lapgyn4_instrument_count,0.665769100189209
59,0,laryngeal_tissues,lapgyn4_instrument_count,0.694368839263916
60,0,nerthus_bowel_cleansing_quality,lapgyn4_instrument_count,0.6084061861038208
61,0,stanford_dogs_image_categorization,lapgyn4_instrument_count,0.6291500329971313
62,0,svhn,lapgyn4_instrument_count,0.5745949745178223
63,0,caltech101_object_classification,lapgyn4_instrument_count,0.6751992702484131
64,0,caltech256_object_classification,lapgyn4_instrument_count,0.6580541133880615
65,0,cifar10_object_classification,lapgyn4_instrument_count,0.6413701772689819
66,0,cifar100_object_classification,lapgyn4_instrument_count,0.6574937105178833
67,0,mnist_digit_classification,lapgyn4_instrument_count,0.7223623991012573
68,0,emnist_digit_classification,lapgyn4_instrument_count,0.5332745313644409
69,0,hyperkvasir_anatomical-landmarks,lapgyn4_instrument_count,0.6936404705047607
70,0,hyperkvasir_pathological-findings,lapgyn4_instrument_count,0.6644163131713867
71,0,hyperkvasir_quality-of-mucosal-views,lapgyn4_instrument_count,0.6792349815368652
72,0,hyperkvasir_therapeutic-interventions,lapgyn4_instrument_count,0.6890583038330078
73,0,derm7pt_skin_lesions,lapgyn4_instrument_count,0.6498925685882568
74,0,lapgyn4_anatomical_structures,lapgyn4_anatomical_actions,0.8523908853530884
75,0,lapgyn4_surgical_actions,lapgyn4_anatomical_actions,0.8764634132385254
76,0,lapgyn4_instrument_count,lapgyn4_anatomical_actions,0.8316375017166138
77,0,sklin2_skin_lesions,lapgyn4_anatomical_actions,0.8625060319900513
78,0,identify_nbi_infframes,lapgyn4_anatomical_actions,0.869335412979126
79,0,laryngeal_tissues,lapgyn4_anatomical_actions,0.8735069036483765
80,0,nerthus_bowel_cleansing_quality,lapgyn4_anatomical_actions,0.864435076713562
81,0,stanford_dogs_image_categorization,lapgyn4_anatomical_actions,0.8379166722297668
82,0,svhn,lapgyn4_anatomical_actions,0.7827358841896057
83,0,caltech101_object_classification,lapgyn4_anatomical_actions,0.8282806873321533
84,0,caltech256_object_classification,lapgyn4_anatomical_actions,0.844438910484314
85,0,cifar10_object_classification,lapgyn4_anatomical_actions,0.8434156179428101
86,0,cifar100_object_classification,lapgyn4_anatomical_actions,0.7979123592376709
87,0,mnist_digit_classification,lapgyn4_anatomical_actions,0.8072854280471802
88,0,emnist_digit_classification,lapgyn4_anatomical_actions,0.7271261215209961
89,0,hyperkvasir_anatomical-landmarks,lapgyn4_anatomical_actions,0.8472304344177246
90,0,hyperkvasir_pathological-findings,lapgyn4_anatomical_actions,0.8246443271636963
91,0,hyperkvasir_quality-of-mucosal-views,lapgyn4_anatomical_actions,0.858593761920929
92,0,hyperkvasir_therapeutic-interventions,lapgyn4_anatomical_actions,0.8373827934265137
93,0,cholec80_grasper_presence,lapgyn4_anatomical_actions,0.8590273857116699
94,0,cholec80_bipolar_presence,lapgyn4_anatomical_actions,0.836819052696228
95,0,cholec80_hook_presence,lapgyn4_anatomical_actions,0.8362650871276855
96,0,cholec80_scissors_presence,lapgyn4_anatomical_actions,0.8427066802978516
97,0,cholec80_clipper_presence,lapgyn4_anatomical_actions,0.8316999077796936
98,0,cholec80_irrigator_presence,lapgyn4_anatomical_actions,0.8318758010864258
99,0,cholec80_specimenbag_presence,lapgyn4_anatomical_actions,0.8172346949577332
100,0,derm7pt_skin_lesions,lapgyn4_anatomical_actions,0.8606184720993042
101,0,lapgyn4_anatomical_structures,sklin2_skin_lesions,0.2827380895614624
102,0,lapgyn4_surgical_actions,sklin2_skin_lesions,0.1428571492433548
103,0,lapgyn4_instrument_count,sklin2_skin_lesions,0.12321428209543228
104,0,lapgyn4_anatomical_actions,sklin2_skin_lesions,0.38303571939468384
105,0,identify_nbi_infframes,sklin2_skin_lesions,0.4449405074119568
106,0,laryngeal_tissues,sklin2_skin_lesions,0.2857142686843872
107,0,nerthus_bowel_cleansing_quality,sklin2_skin_lesions,0.46071428060531616
108,0,stanford_dogs_image_categorization,sklin2_skin_lesions,0.1324404776096344
109,0,svhn,sklin2_skin_lesions,0.12812499701976776
110,0,caltech101_object_classification,sklin2_skin_lesions,0.13750000298023224
111,0,caltech256_object_classification,sklin2_skin_lesions,0.11562500149011612
112,0,cifar10_object_classification,sklin2_skin_lesions,0.2593750059604645
113,0,cifar100_object_classification,sklin2_skin_lesions,0.0416666679084301
114,0,mnist_digit_classification,sklin2_skin_lesions,0.0773809552192688
115,0,emnist_digit_classification,sklin2_skin_lesions,0.11428572237491608
116,0,hyperkvasir_anatomical-landmarks,sklin2_skin_lesions,0.5061012506484985
117,0,hyperkvasir_pathological-findings,sklin2_skin_lesions,0.1770833432674408
118,0,hyperkvasir_quality-of-mucosal-views,sklin2_skin_lesions,0.351934552192688
119,0,hyperkvasir_therapeutic-interventions,sklin2_skin_lesions,0.4102678894996643
120,0,cholec80_grasper_presence,sklin2_skin_lesions,0.1949404776096344
121,0,cholec80_bipolar_presence,sklin2_skin_lesions,0.27440476417541504
122,0,cholec80_hook_presence,sklin2_skin_lesions,0.18645834922790527
123,0,cholec80_scissors_presence,sklin2_skin_lesions,0.13452380895614624
124,0,cholec80_clipper_presence,sklin2_skin_lesions,0.03973214328289032
125,0,cholec80_irrigator_presence,sklin2_skin_lesions,0.17366072535514832
126,0,cholec80_specimenbag_presence,sklin2_skin_lesions,0.2053571492433548
127,0,derm7pt_skin_lesions,sklin2_skin_lesions,0.46339285373687744
128,0,lapgyn4_anatomical_structures,identify_nbi_infframes,0.9791666865348816
129,0,lapgyn4_surgical_actions,identify_nbi_infframes,0.9791666269302368
130,0,lapgyn4_instrument_count,identify_nbi_infframes,0.9722222089767456
131,0,lapgyn4_anatomical_actions,identify_nbi_infframes,0.9861111044883728
132,0,sklin2_skin_lesions,identify_nbi_infframes,0.9861111044883728
133,0,laryngeal_tissues,identify_nbi_infframes,0.9722222089767456
134,0,nerthus_bowel_cleansing_quality,identify_nbi_infframes,0.9861111044883728
135,0,stanford_dogs_image_categorization,identify_nbi_infframes,0.9861111044883728
136,0,svhn,identify_nbi_infframes,0.9722222089767456
137,0,caltech101_object_classification,identify_nbi_infframes,0.9791666269302368
138,0,caltech256_object_classification,identify_nbi_infframes,0.9930555820465088
139,0,cifar10_object_classification,identify_nbi_infframes,0.9930555820465088
140,0,cifar100_object_classification,identify_nbi_infframes,0.9722222089767456
141,0,mnist_digit_classification,identify_nbi_infframes,0.9930555820465088
142,0,emnist_digit_classification,identify_nbi_infframes,0.9583333730697632
143,0,hyperkvasir_anatomical-landmarks,identify_nbi_infframes,0.9791666269302368
144,0,hyperkvasir_pathological-findings,identify_nbi_infframes,0.9930555820465088
145,0,hyperkvasir_quality-of-mucosal-views,identify_nbi_infframes,0.9791666269302368
146,0,hyperkvasir_therapeutic-interventions,identify_nbi_infframes,0.9722222089767456
147,0,cholec80_grasper_presence,identify_nbi_infframes,0.9861111044883728
148,0,cholec80_bipolar_presence,identify_nbi_infframes,0.9930555820465088
149,0,cholec80_hook_presence,identify_nbi_infframes,0.9930555820465088
150,0,cholec80_scissors_presence,identify_nbi_infframes,0.9861111044883728
151,0,cholec80_clipper_presence,identify_nbi_infframes,0.9861111044883728
152,0,cholec80_irrigator_presence,identify_nbi_infframes,0.9791666269302368
153,0,cholec80_specimenbag_presence,identify_nbi_infframes,0.9861111044883728
154,0,derm7pt_skin_lesions,identify_nbi_infframes,0.9861111044883728
155,0,lapgyn4_anatomical_structures,laryngeal_tissues,0.9924242496490479
156,0,lapgyn4_surgical_actions,laryngeal_tissues,0.9810606241226196
157,0,lapgyn4_instrument_count,laryngeal_tissues,0.9696969985961914
158,0,lapgyn4_anatomical_actions,laryngeal_tissues,0.9886363744735718
159,0,sklin2_skin_lesions,laryngeal_tissues,0.9848484992980957
160,0,identify_nbi_infframes,laryngeal_tissues,0.9810606241226196
161,0,nerthus_bowel_cleansing_quality,laryngeal_tissues,0.9696969985961914
162,0,stanford_dogs_image_categorization,laryngeal_tissues,0.9772727489471436
163,0,svhn,laryngeal_tissues,0.9924242496490479
164,0,caltech101_object_classification,laryngeal_tissues,0.9810606241226196
165,0,caltech256_object_classification,laryngeal_tissues,0.9848484992980957
166,0,cifar10_object_classification,laryngeal_tissues,0.9848484992980957
167,0,cifar100_object_classification,laryngeal_tissues,0.9886363744735718
168,0,mnist_digit_classification,laryngeal_tissues,0.9696969985961914
169,0,emnist_digit_classification,laryngeal_tissues,0.9734848737716675
170,0,hyperkvasir_anatomical-landmarks,laryngeal_tissues,0.9886363744735718
171,0,hyperkvasir_pathological-findings,laryngeal_tissues,0.9621212482452393
172,0,hyperkvasir_quality-of-mucosal-views,laryngeal_tissues,0.9886363744735718
173,0,hyperkvasir_therapeutic-interventions,laryngeal_tissues,0.9886363744735718
174,0,cholec80_grasper_presence,laryngeal_tissues,0.9772727489471436
175,0,cholec80_bipolar_presence,laryngeal_tissues,0.9810606241226196
176,0,cholec80_hook_presence,laryngeal_tissues,0.9848484992980957
177,0,cholec80_scissors_presence,laryngeal_tissues,0.9810606241226196
178,0,cholec80_clipper_presence,laryngeal_tissues,0.9924242496490479
179,0,cholec80_irrigator_presence,laryngeal_tissues,0.9772727489471436
180,0,cholec80_specimenbag_presence,laryngeal_tissues,0.9924242496490479
181,0,derm7pt_skin_lesions,laryngeal_tissues,0.9886363744735718
182,0,lapgyn4_anatomical_structures,nerthus_bowel_cleansing_quality,0.9975000023841858
183,0,lapgyn4_surgical_actions,nerthus_bowel_cleansing_quality,0.9935470223426819
184,0,lapgyn4_instrument_count,nerthus_bowel_cleansing_quality,1.0
185,0,lapgyn4_anatomical_actions,nerthus_bowel_cleansing_quality,0.9970370531082153
186,0,sklin2_skin_lesions,nerthus_bowel_cleansing_quality,0.9970370531082153
187,0,identify_nbi_infframes,nerthus_bowel_cleansing_quality,0.9956481456756592
188,0,laryngeal_tissues,nerthus_bowel_cleansing_quality,0.996972918510437
189,0,stanford_dogs_image_categorization,nerthus_bowel_cleansing_quality,0.9977920055389404
190,0,svhn,nerthus_bowel_cleansing_quality,0.993148148059845
191,0,caltech101_object_classification,nerthus_bowel_cleansing_quality,0.9958333373069763
192,0,caltech256_object_classification,nerthus_bowel_cleansing_quality,0.9956481456756592
193,0,cifar10_object_classification,nerthus_bowel_cleansing_quality,0.9995370507240295
194,0,cifar100_object_classification,nerthus_bowel_cleansing_quality,0.9990741014480591
195,0,mnist_digit_classification,nerthus_bowel_cleansing_quality,0.9987179636955261
196,0,emnist_digit_classification,nerthus_bowel_cleansing_quality,0.9929772615432739
197,0,hyperkvasir_anatomical-landmarks,nerthus_bowel_cleansing_quality,0.9982550144195557
198,0,hyperkvasir_pathological-findings,nerthus_bowel_cleansing_quality,0.9923717975616455
199,0,hyperkvasir_quality-of-mucosal-views,nerthus_bowel_cleansing_quality,0.9977920055389404
200,0,hyperkvasir_therapeutic-interventions,nerthus_bowel_cleansing_quality,0.9955840110778809
201,0,cholec80_grasper_presence,nerthus_bowel_cleansing_quality,0.9962962865829468
202,0,cholec80_bipolar_presence,nerthus_bowel_cleansing_quality,0.9990741014480591
203,0,cholec80_hook_presence,nerthus_bowel_cleansing_quality,0.9981481432914734
204,0,cholec80_scissors_presence,nerthus_bowel_cleansing_quality,0.9965740442276001
205,0,cholec80_clipper_presence,nerthus_bowel_cleansing_quality,0.9995370507240295
206,0,cholec80_irrigator_presence,nerthus_bowel_cleansing_quality,1.0
207,0,cholec80_specimenbag_presence,nerthus_bowel_cleansing_quality,0.9977920055389404
208,0,derm7pt_skin_lesions,nerthus_bowel_cleansing_quality,0.9975000023841858
209,0,lapgyn4_anatomical_structures,svhn,0.765902042388916
210,0,lapgyn4_surgical_actions,svhn,0.7148330211639404
211,0,lapgyn4_instrument_count,svhn,0.7521301507949829
212,0,lapgyn4_anatomical_actions,svhn,0.6050759553909302
213,0,sklin2_skin_lesions,svhn,0.777469277381897
214,0,identify_nbi_infframes,svhn,0.788841962814331
215,0,laryngeal_tissues,svhn,0.7984018325805664
216,0,nerthus_bowel_cleansing_quality,svhn,0.7683629989624023
217,0,stanford_dogs_image_categorization,svhn,0.7453924417495728
218,0,caltech101_object_classification,svhn,0.775654137134552
219,0,caltech256_object_classification,svhn,0.796312153339386
220,0,cifar10_object_classification,svhn,0.7998563647270203
221,0,cifar100_object_classification,svhn,0.7956463694572449
222,0,mnist_digit_classification,svhn,0.8008619546890259
