,r,s,t,p
0,0,lapgyn4_anatomical_structures,idle_action_recognition,0.979722261428833
1,0,lapgyn4_anatomical_structures,barretts_esophagus_diagnosis,0.4674603343009949
2,0,lapgyn4_anatomical_structures,brain_tumor_classification,0.9702515602111816
3,0,lapgyn4_anatomical_structures,mednode_melanoma_classification,0.5357142686843872
4,0,lapgyn4_anatomical_structures,brain_tumor_type_classification,0.9310402274131775
5,0,lapgyn4_anatomical_structures,chexpert_enlarged_cardiomediastinum,0.7136698365211487
6,0,lapgyn4_anatomical_structures,chexpert_cardiomegaly,0.7407473921775818
7,0,lapgyn4_anatomical_structures,chexpert_lung_opacity,0.5334036350250244
8,0,lapgyn4_anatomical_structures,chexpert_lung_lesion,0.6014218330383301
9,0,lapgyn4_anatomical_structures,chexpert_edema,0.761380672454834
10,0,lapgyn4_anatomical_structures,chexpert_consolidation,0.8050469160079956
11,0,lapgyn4_anatomical_structures,chexpert_pneumonia,0.6365953087806702
12,0,lapgyn4_anatomical_structures,chexpert_atelectasis,0.5227281451225281
13,0,lapgyn4_anatomical_structures,chexpert_pneumothorax,0.6013495326042175
14,0,lapgyn4_anatomical_structures,chexpert_pleural_effusion,0.8180382251739502
15,0,lapgyn4_anatomical_structures,chexpert_pleural_other,0.5674867033958435
16,0,lapgyn4_anatomical_structures,chexpert_fracture,0.6284593343734741
17,0,lapgyn4_anatomical_structures,chexpert_support_devices,0.5053825378417969
18,0,lapgyn4_anatomical_structures,pneumonia_classification,0.9811668395996094
19,0,lapgyn4_anatomical_structures,ph2-melanocytic-lesions-classification,0.3541666567325592
20,0,lapgyn4_anatomical_structures,covid_xray_classification,0.9802863597869873
21,0,lapgyn4_anatomical_structures,isic20_melanoma_classification,0.5020942091941833
22,0,lapgyn4_anatomical_structures,deep_drid_dr_level,0.5672926902770996
23,0,lapgyn4_anatomical_structures,shenzen_chest_xray_tuberculosis,0.8877005577087402
24,0,lapgyn4_anatomical_structures,crawled_covid_ct_classification,0.9321428537368774
25,0,lapgyn4_anatomical_structures,deep_drid_quality,0.7242069244384766
26,0,lapgyn4_anatomical_structures,deep_drid_clarity,0.4626040458679199
27,0,lapgyn4_anatomical_structures,deep_drid_field,0.38621681928634644
28,0,lapgyn4_anatomical_structures,deep_drid_artifact,0.407561719417572
29,0,lapgyn4_anatomical_structures,kvasir_capsule_anatomy,0.9820261001586914
30,0,lapgyn4_anatomical_structures,kvasir_capsule_content,0.9230836629867554
31,0,lapgyn4_anatomical_structures,kvasir_capsule_pathologies,0.7987282276153564
