,r,s,t,p
0,0,lapgyn4_anatomical_structures,idle_action_recognition,0.9933425784111023
1,0,lapgyn4_anatomical_structures,barretts_esophagus_diagnosis,0.9652236700057983
2,0,lapgyn4_anatomical_structures,brain_tumor_classification,0.9958128929138184
3,0,lapgyn4_anatomical_structures,mednode_melanoma_classification,0.9571428298950195
4,0,lapgyn4_anatomical_structures,brain_tumor_type_classification,0.9870609045028687
5,0,lapgyn4_anatomical_structures,chexpert_enlarged_cardiomediastinum,0.7824817895889282
6,0,lapgyn4_anatomical_structures,chexpert_cardiomegaly,0.8681391477584839
7,0,lapgyn4_anatomical_structures,chexpert_lung_opacity,0.7525434494018555
8,0,lapgyn4_anatomical_structures,chexpert_lung_lesion,0.7456201314926147
9,0,lapgyn4_anatomical_structures,chexpert_edema,0.8688751459121704
10,0,lapgyn4_anatomical_structures,chexpert_consolidation,0.8950436115264893
11,0,lapgyn4_anatomical_structures,chexpert_pneumonia,0.714625358581543
12,0,lapgyn4_anatomical_structures,chexpert_atelectasis,0.6904063820838928
13,0,lapgyn4_anatomical_structures,chexpert_pneumothorax,0.7043925523757935
14,0,lapgyn4_anatomical_structures,chexpert_pleural_effusion,0.9142926335334778
15,0,lapgyn4_anatomical_structures,chexpert_pleural_other,0.707624077796936
16,0,lapgyn4_anatomical_structures,chexpert_fracture,0.7306267619132996
17,0,lapgyn4_anatomical_structures,chexpert_support_devices,0.6589053869247437
18,0,lapgyn4_anatomical_structures,pneumonia_classification,0.9971232414245605
19,0,lapgyn4_anatomical_structures,ph2-melanocytic-lesions-classification,0.8350694179534912
20,0,lapgyn4_anatomical_structures,covid_xray_classification,0.9967678785324097
21,0,lapgyn4_anatomical_structures,isic20_melanoma_classification,0.682899534702301
22,0,lapgyn4_anatomical_structures,deep_drid_dr_level,0.9138571619987488
23,0,lapgyn4_anatomical_structures,shenzen_chest_xray_tuberculosis,0.9748217463493347
24,0,lapgyn4_anatomical_structures,crawled_covid_ct_classification,0.9837499856948853
25,0,lapgyn4_anatomical_structures,deep_drid_quality,0.798241376876831
