,r,s,t,p
0,0,lapgyn4_anatomical_structures,idle_action_recognition,0.9800000190734863
1,0,lapgyn4_surgical_actions,idle_action_recognition,0.9800000190734863
2,0,lapgyn4_instrument_count,idle_action_recognition,0.9816666841506958
3,0,lapgyn4_anatomical_actions,idle_action_recognition,0.9774999618530273
4,0,sklin2_skin_lesions,idle_action_recognition,0.9783333539962769
5,0,identify_nbi_infframes,idle_action_recognition,0.9783333539962769
6,0,laryngeal_tissues,idle_action_recognition,0.9791666269302368
7,0,nerthus_bowel_cleansing_quality,idle_action_recognition,0.9816666841506958
8,0,stanford_dogs_image_categorization,idle_action_recognition,0.9738888740539551
9,0,svhn,idle_action_recognition,0.9763888716697693
10,0,caltech101_object_classification,idle_action_recognition,0.9736111164093018
11,0,caltech256_object_classification,idle_action_recognition,0.9736111164093018
12,0,cifar10_object_classification,idle_action_recognition,0.9802777767181396
13,0,cifar100_object_classification,idle_action_recognition,0.9774999618530273
14,0,mnist_digit_classification,idle_action_recognition,0.9800000190734863
15,0,emnist_digit_classification,idle_action_recognition,0.9788888692855835
16,0,hyperkvasir_anatomical-landmarks,idle_action_recognition,0.9808332920074463
17,0,hyperkvasir_pathological-findings,idle_action_recognition,0.9708333015441895
18,0,hyperkvasir_quality-of-mucosal-views,idle_action_recognition,0.9802777767181396
19,0,hyperkvasir_therapeutic-interventions,idle_action_recognition,0.9780555963516235
20,0,cholec80_grasper_presence,idle_action_recognition,0.980555534362793
21,0,cholec80_bipolar_presence,idle_action_recognition,0.9755555391311646
22,0,cholec80_hook_presence,idle_action_recognition,0.9750000238418579
23,0,cholec80_scissors_presence,idle_action_recognition,0.9769444465637207
24,0,cholec80_clipper_presence,idle_action_recognition,0.9791666865348816
25,0,cholec80_irrigator_presence,idle_action_recognition,0.9794444441795349
26,0,cholec80_specimenbag_presence,idle_action_recognition,0.9827778339385986
27,0,derm7pt_skin_lesions,idle_action_recognition,0.9763888716697693
28,0,barretts_esophagus_diagnosis,idle_action_recognition,0.9800000190734863
29,0,brain_tumor_classification,idle_action_recognition,0.9783333539962769
30,0,mednode_melanoma_classification,idle_action_recognition,0.9791666269302368
31,0,brain_tumor_type_classification,idle_action_recognition,0.9763888716697693
32,0,chexpert_enlarged_cardiomediastinum,idle_action_recognition,0.977222204208374
33,0,chexpert_cardiomegaly,idle_action_recognition,0.9794444441795349
34,0,chexpert_lung_opacity,idle_action_recognition,0.979722261428833
35,0,chexpert_lung_lesion,idle_action_recognition,0.9769444465637207
36,0,chexpert_edema,idle_action_recognition,0.979722261428833
37,0,chexpert_consolidation,idle_action_recognition,0.976111114025116
38,0,chexpert_pneumonia,idle_action_recognition,0.976111114025116
39,0,chexpert_atelectasis,idle_action_recognition,0.9794444441795349
40,0,chexpert_pneumothorax,idle_action_recognition,0.9780555367469788
41,0,chexpert_pleural_effusion,idle_action_recognition,0.9788888692855835
42,0,chexpert_pleural_other,idle_action_recognition,0.979722261428833
43,0,chexpert_fracture,idle_action_recognition,0.9794444441795349
44,0,chexpert_support_devices,idle_action_recognition,0.979722261428833
45,0,pneumonia_classification,idle_action_recognition,0.9811111688613892
46,0,ph2-melanocytic-lesions-classification,idle_action_recognition,0.9791666865348816
47,0,covid_xray_classification,idle_action_recognition,0.977222204208374
48,0,isic20_melanoma_classification,idle_action_recognition,0.9827777743339539
49,0,deep_drid_dr_level,idle_action_recognition,0.9813889265060425
50,0,shenzen_chest_xray_tuberculosis,idle_action_recognition,0.9816666841506958
51,0,crawled_covid_ct_classification,idle_action_recognition,0.9794444441795349
52,0,deep_drid_quality,idle_action_recognition,0.9758332967758179
53,0,deep_drid_clarity,idle_action_recognition,0.9777777791023254
54,0,deep_drid_field,idle_action_recognition,0.9777777791023254
55,0,deep_drid_artifact,idle_action_recognition,0.980555534362793
56,0,kvasir_capsule_anatomy,idle_action_recognition,0.9802777767181396
57,0,kvasir_capsule_content,idle_action_recognition,0.9813888669013977
58,0,kvasir_capsule_pathologies,idle_action_recognition,0.9808333516120911
59,0,breast_cancer_classification_v2,idle_action_recognition,0.9819444417953491
60,0,eye_condition_classification,idle_action_recognition,0.9800000190734863
61,0,mura_xr_wrist,idle_action_recognition,0.9777777791023254
62,0,mura_xr_shoulder,idle_action_recognition,0.9786111116409302
63,0,mura_xr_humerus,idle_action_recognition,0.9783333539962769
64,0,mura_xr_hand,idle_action_recognition,0.976111114025116
65,0,mura_xr_forearm,idle_action_recognition,0.977222204208374
66,0,mura_xr_finger,idle_action_recognition,0.9788888692855835
67,0,mura_xr_elbow,idle_action_recognition,0.9777777791023254
68,0,bean_plant_disease_classification,idle_action_recognition,0.9791666269302368
69,0,aptos19_blindness_detection,idle_action_recognition,0.9822221994400024
70,0,lapgyn4_anatomical_structures,barretts_esophagus_diagnosis,0.879365086555481
71,0,lapgyn4_surgical_actions,barretts_esophagus_diagnosis,0.879365086555481
72,0,lapgyn4_instrument_count,barretts_esophagus_diagnosis,0.888888955116272
73,0,lapgyn4_anatomical_actions,barretts_esophagus_diagnosis,0.888888955116272
74,0,sklin2_skin_lesions,barretts_esophagus_diagnosis,0.888888955116272
75,0,identify_nbi_infframes,barretts_esophagus_diagnosis,0.8611111640930176
76,0,laryngeal_tissues,barretts_esophagus_diagnosis,0.888888955116272
77,0,nerthus_bowel_cleansing_quality,barretts_esophagus_diagnosis,0.8611111640930176
78,0,stanford_dogs_image_categorization,barretts_esophagus_diagnosis,0.888888955116272
79,0,svhn,barretts_esophagus_diagnosis,0.888888955116272
80,0,caltech101_object_classification,barretts_esophagus_diagnosis,0.8611111640930176
81,0,caltech256_object_classification,barretts_esophagus_diagnosis,0.7579365372657776
82,0,cifar10_object_classification,barretts_esophagus_diagnosis,0.888888955116272
