,r,s,t,p
0,0,lapgyn4_anatomical_structures,idle_action_recognition,0.9961110949516296
1,0,lapgyn4_anatomical_structures,barretts_esophagus_diagnosis,0.4674603343009949
2,0,lapgyn4_anatomical_structures,brain_tumor_classification,0.983961284160614
3,0,lapgyn4_anatomical_structures,mednode_melanoma_classification,0.5357142686843872
4,0,lapgyn4_anatomical_structures,brain_tumor_type_classification,0.9793351888656616
5,0,lapgyn4_anatomical_structures,chexpert_enlarged_cardiomediastinum,0.740862250328064
6,0,lapgyn4_anatomical_structures,chexpert_cardiomegaly,0.8253316879272461
7,0,lapgyn4_anatomical_structures,chexpert_lung_opacity,0.6669708490371704
8,0,lapgyn4_anatomical_structures,chexpert_lung_lesion,0.5962189435958862
9,0,lapgyn4_anatomical_structures,chexpert_edema,0.8022832274436951
10,0,lapgyn4_anatomical_structures,chexpert_consolidation,0.8659757375717163
11,0,lapgyn4_anatomical_structures,chexpert_pneumonia,0.6703169345855713
12,0,lapgyn4_anatomical_structures,chexpert_atelectasis,0.5397056937217712
13,0,lapgyn4_anatomical_structures,chexpert_pneumothorax,0.7282307147979736
14,0,lapgyn4_anatomical_structures,chexpert_pleural_effusion,0.88824462890625
15,0,lapgyn4_anatomical_structures,chexpert_pleural_other,0.5610926151275635
16,0,lapgyn4_anatomical_structures,chexpert_fracture,0.6273239850997925
17,0,lapgyn4_anatomical_structures,chexpert_support_devices,0.605661153793335
18,0,lapgyn4_anatomical_structures,pneumonia_classification,0.9955741167068481
19,0,lapgyn4_anatomical_structures,ph2-melanocytic-lesions-classification,0.3541666567325592
20,0,lapgyn4_anatomical_structures,covid_xray_classification,0.9897043704986572
21,0,lapgyn4_anatomical_structures,isic20_melanoma_classification,0.5508928894996643
22,0,lapgyn4_anatomical_structures,deep_drid_dr_level,0.6431918740272522
23,0,lapgyn4_anatomical_structures,shenzen_chest_xray_tuberculosis,0.8877005577087402
24,0,lapgyn4_anatomical_structures,crawled_covid_ct_classification,0.9321428537368774
25,0,lapgyn4_anatomical_structures,deep_drid_quality,0.7663793563842773
26,0,lapgyn4_anatomical_structures,deep_drid_clarity,0.49121975898742676
27,0,lapgyn4_anatomical_structures,deep_drid_field,0.47658008337020874
28,0,lapgyn4_anatomical_structures,deep_drid_artifact,0.49753087759017944
29,0,lapgyn4_anatomical_structures,kvasir_capsule_anatomy,0.5
30,0,lapgyn4_anatomical_structures,kvasir_capsule_content,0.9975019693374634
31,0,lapgyn4_anatomical_structures,kvasir_capsule_pathologies,0.9869002103805542
32,0,lapgyn4_anatomical_structures,breast_cancer_classification_v2,0.8123518228530884
33,0,lapgyn4_anatomical_structures,eye_condition_classification,0.6380952596664429
34,0,lapgyn4_anatomical_structures,mura_xr_wrist,0.8704094290733337
35,0,lapgyn4_anatomical_structures,mura_xr_shoulder,0.800018310546875
