,r,s,t,p
0,0,lapgyn4_anatomical_structures,lapgyn4_surgical_actions,0.21835331618785858
1,0,lapgyn4_anatomical_structures,lapgyn4_instrument_count,0.7628165483474731
2,0,lapgyn4_anatomical_structures,lapgyn4_anatomical_actions,0.8566820621490479
3,0,lapgyn4_anatomical_structures,sklin2_skin_lesions,0.465029776096344
4,0,lapgyn4_anatomical_structures,identify_nbi_infframes,0.9930555820465088
5,0,lapgyn4_anatomical_structures,laryngeal_tissues,0.9962121248245239
6,0,lapgyn4_anatomical_structures,nerthus_bowel_cleansing_quality,0.995292067527771
7,0,lapgyn4_anatomical_structures,stanford_dogs_image_categorization,0.7732281684875488
8,0,lapgyn4_anatomical_structures,svhn,0.7887561917304993
9,0,lapgyn4_anatomical_structures,caltech101_object_classification,0.054820314049720764
10,0,lapgyn4_anatomical_structures,caltech256_object_classification,0.010967654176056385
11,0,lapgyn4_anatomical_structures,cifar10_object_classification,0.8400000333786011
12,0,lapgyn4_anatomical_structures,cifar100_object_classification,0.05269999802112579
13,0,lapgyn4_anatomical_structures,mnist_digit_classification,0.9470595717430115
14,0,lapgyn4_anatomical_structures,emnist_digit_classification,0.8599733710289001
15,0,lapgyn4_anatomical_structures,hyperkvasir_anatomical-landmarks,0.825210690498352
16,0,lapgyn4_anatomical_structures,hyperkvasir_pathological-findings,0.4121997356414795
17,0,lapgyn4_anatomical_structures,hyperkvasir_quality-of-mucosal-views,0.6817416548728943
18,0,lapgyn4_anatomical_structures,hyperkvasir_therapeutic-interventions,0.9322704672813416
19,0,lapgyn4_anatomical_structures,cholec80_grasper_presence,0.8642963767051697
20,0,lapgyn4_anatomical_structures,cholec80_bipolar_presence,0.8567613363265991
21,0,lapgyn4_anatomical_structures,cholec80_hook_presence,0.9467868804931641
22,0,lapgyn4_anatomical_structures,cholec80_scissors_presence,0.60555100440979
23,0,lapgyn4_anatomical_structures,cholec80_clipper_presence,0.6559997797012329
24,0,lapgyn4_anatomical_structures,cholec80_irrigator_presence,0.731299638748169
25,0,lapgyn4_anatomical_structures,cholec80_specimenbag_presence,0.7950839400291443
26,0,lapgyn4_anatomical_structures,derm7pt_skin_lesions,0.5206989049911499
27,0,lapgyn4_surgical_actions,lapgyn4_anatomical_structures,0.9086379408836365
28,0,lapgyn4_surgical_actions,lapgyn4_instrument_count,0.7313137650489807
29,0,lapgyn4_surgical_actions,lapgyn4_anatomical_actions,0.8622151613235474
30,0,lapgyn4_surgical_actions,sklin2_skin_lesions,0.4836309850215912
31,0,lapgyn4_surgical_actions,identify_nbi_infframes,0.9861111044883728
32,0,lapgyn4_surgical_actions,laryngeal_tissues,0.9886363744735718
33,0,lapgyn4_surgical_actions,nerthus_bowel_cleansing_quality,0.9987179636955261
34,0,lapgyn4_surgical_actions,stanford_dogs_image_categorization,0.7745072245597839
35,0,lapgyn4_surgical_actions,svhn,0.7317193150520325
36,0,lapgyn4_surgical_actions,caltech101_object_classification,0.8384789228439331
37,0,lapgyn4_surgical_actions,caltech256_object_classification,0.05514262616634369
38,0,lapgyn4_surgical_actions,cifar10_object_classification,0.7541000247001648
39,0,lapgyn4_surgical_actions,cifar100_object_classification,0.7851999998092651
40,0,lapgyn4_surgical_actions,mnist_digit_classification,0.9513687491416931
41,0,lapgyn4_surgical_actions,emnist_digit_classification,0.876329779624939
42,0,lapgyn4_surgical_actions,hyperkvasir_anatomical-landmarks,0.8314189910888672
43,0,lapgyn4_surgical_actions,hyperkvasir_pathological-findings,0.4124416708946228
44,0,lapgyn4_surgical_actions,hyperkvasir_quality-of-mucosal-views,0.9382427930831909
45,0,lapgyn4_surgical_actions,hyperkvasir_therapeutic-interventions,0.954846978187561
46,0,lapgyn4_surgical_actions,cholec80_grasper_presence,0.5081241130828857
47,0,lapgyn4_surgical_actions,cholec80_bipolar_presence,0.8885694742202759
48,0,lapgyn4_surgical_actions,cholec80_hook_presence,0.9175043106079102
49,0,lapgyn4_surgical_actions,cholec80_scissors_presence,0.6256870031356812
50,0,lapgyn4_surgical_actions,cholec80_clipper_presence,0.7496297359466553
51,0,lapgyn4_surgical_actions,cholec80_irrigator_presence,0.7430367469787598
52,0,lapgyn4_surgical_actions,cholec80_specimenbag_presence,0.8360227346420288
53,0,lapgyn4_surgical_actions,derm7pt_skin_lesions,0.4346774220466614
54,0,lapgyn4_instrument_count,lapgyn4_anatomical_structures,0.9151350259780884
55,0,lapgyn4_instrument_count,lapgyn4_surgical_actions,0.7484389543533325
56,0,lapgyn4_instrument_count,lapgyn4_anatomical_actions,0.8733326196670532
57,0,lapgyn4_instrument_count,sklin2_skin_lesions,0.5569940209388733
58,0,lapgyn4_instrument_count,identify_nbi_infframes,0.9861111044883728
59,0,lapgyn4_instrument_count,laryngeal_tissues,0.9848484992980957
60,0,lapgyn4_instrument_count,nerthus_bowel_cleansing_quality,1.0
61,0,lapgyn4_instrument_count,stanford_dogs_image_categorization,0.7843328714370728
62,0,lapgyn4_instrument_count,svhn,0.7790743708610535
63,0,lapgyn4_instrument_count,caltech101_object_classification,0.8531398773193359
64,0,lapgyn4_instrument_count,caltech256_object_classification,0.7677011489868164
65,0,lapgyn4_instrument_count,cifar10_object_classification,0.8075000047683716
66,0,lapgyn4_instrument_count,cifar100_object_classification,0.802299976348877
67,0,lapgyn4_instrument_count,mnist_digit_classification,0.9716100692749023
68,0,lapgyn4_instrument_count,emnist_digit_classification,0.8682180643081665
69,0,lapgyn4_instrument_count,hyperkvasir_anatomical-landmarks,0.8267678022384644
70,0,lapgyn4_instrument_count,hyperkvasir_pathological-findings,0.4257347583770752
71,0,lapgyn4_instrument_count,hyperkvasir_quality-of-mucosal-views,0.9476898908615112
72,0,lapgyn4_instrument_count,hyperkvasir_therapeutic-interventions,0.9422961473464966
73,0,lapgyn4_instrument_count,derm7pt_skin_lesions,0.4233871102333069
74,0,lapgyn4_anatomical_actions,lapgyn4_anatomical_structures,0.9345119595527649
75,0,lapgyn4_anatomical_actions,lapgyn4_surgical_actions,0.7228111028671265
76,0,lapgyn4_anatomical_actions,lapgyn4_instrument_count,0.6827696561813354
77,0,lapgyn4_anatomical_actions,sklin2_skin_lesions,0.0625
78,0,lapgyn4_anatomical_actions,identify_nbi_infframes,0.9791666269302368
79,0,lapgyn4_anatomical_actions,laryngeal_tissues,0.9924242496490479
80,0,lapgyn4_anatomical_actions,nerthus_bowel_cleansing_quality,0.9950000047683716
81,0,lapgyn4_anatomical_actions,stanford_dogs_image_categorization,0.7697610855102539
82,0,lapgyn4_anatomical_actions,svhn,0.7941262722015381
83,0,lapgyn4_anatomical_actions,caltech101_object_classification,0.877431333065033
84,0,lapgyn4_anatomical_actions,caltech256_object_classification,0.7816304564476013
85,0,lapgyn4_anatomical_actions,cifar10_object_classification,0.7908999919891357
86,0,lapgyn4_anatomical_actions,cifar100_object_classification,0.8043000102043152
